id,nom,website,user_id,siteweb_V2,siteweb_V3
300,A-B Projects,a-bprojects.com,1,https://a-bprojects.com,https://a-bprojects.com
301,6b,www.le6b.fr,1,https://www.le6b.fr,https://www.le6b.fr
302,Apparatus Projects,www.apparatusprojects.com,1,https://www.apparatusprojects.com,https://www.apparatusprojects.com
303,DAS ESSZIMMER,dasesszimmer.com,1,https://dasesszimmer.com,https://dasesszimmer.com
304,Openspace Bae,www.spacebae.com,1,https://www.spacebae.com,https://www.spacebae.com
305,Easttopics,www.easttopics.com,1,https://www.easttopics.com,https://www.easttopics.com
306,ART HOUSE,www.arthouse.al,1,https://www.arthouse.al,https://www.arthouse.al
307,Association Art Today,www.arttoday.org,1,https://www.arttoday.org,https://www.arttoday.org
308,table,tableprojects.com,1,https://tableprojects.com,https://tableprojects.com
309,Bruit de fond,bbruitdefondd.tumblr.com,1,https://bbruitdefondd.tumblr.com,https://bbruitdefondd.tumblr.com
310,Ground,groundartistrunspace.tumblr.com,1,https://groundartistrunspace.tumblr.com,https://groundartistrunspace.tumblr.com
311,Spazio In Situ,www.spazioinsitu.it,1,https://www.spazioinsitu.it,https://www.spazioinsitu.it
312,Sonnenstube,www.diesonnenstube.ch,1,https://www.diesonnenstube.ch,https://www.diesonnenstube.ch
313,Poteaux d'angle,https://www.instagram.com/poteauxdangle/?hl=fr,1,https://www.instagram.com/poteauxdangle/?hl=fr,https://www.instagram.com/poteauxdangle/?hl=fr
315,*DUUU,www.duuuradio.fr,1,https://www.duuuradio.fr,https://www.duuuradio.fr
316,Le Cube – independent art room,lecube-art.com,1,https://lecube-art.com,https://lecube-art.com
317,Chiffonnier,@atelierchiffonnier,1,,rien
318,Super F-97,@superF97,1,,rien
319,La Civette,@lacivette76,1,,rien
